order_id,user_id,restaurant_id,address_id,voucher_id,total_price,status,created_at
41,86,9,114,,39000.0,COMPLETED,2026-04-28 08:36:07
42,88,19,116,,55000.0,PREPARING,2026-05-20 22:30:07
43,92,9,121,,75000.0,COMPLETED,2026-03-19 17:21:07
44,95,7,126,,170000.0,PENDING,2026-05-28 16:11:07
45,97,2,128,13.0,82650.0,PENDING,2026-03-18 05:38:07
46,102,35,133,,31000.0,PENDING,2026-04-09 11:42:07
47,103,16,134,13.0,214700.0,DELIVERING,2026-04-18 23:42:07
48,105,7,137,,40000.0,PENDING,2026-05-17 15:45:07
49,112,6,145,,128000.0,PREPARING,2026-03-12 07:58:07
50,113,49,148,,56000.0,CANCELLED,2026-03-10 07:06:07
51,114,50,149,,104000.0,DELIVERING,2026-04-28 06:24:07
52,116,42,151,,90000.0,PENDING,2026-05-31 05:30:07
53,118,6,153,,95000.0,PREPARING,2026-05-16 21:19:07
54,121,17,157,,97000.0,PENDING,2026-04-23 22:37:07
55,121,28,157,11.0,145000.0,PENDING,2026-05-30 07:01:07
56,125,48,166,,108000.0,CANCELLED,2026-05-06 22:28:07
57,127,34,169,,330000.0,CONFIRMED,2026-05-20 18:45:07
58,130,24,176,,285000.0,PENDING,2026-05-25 03:34:07
59,132,13,178,,31000.0,PENDING,2026-03-25 18:01:07
60,133,28,180,,195000.0,COMPLETED,2026-04-20 12:35:07
61,137,22,189,,120000.0,COMPLETED,2026-04-12 20:32:07
62,139,45,191,,11000.0,DELIVERING,2026-04-07 04:40:07
63,140,50,194,,365000.0,PENDING,2026-05-13 12:58:07
64,142,37,196,10.0,34000.0,COMPLETED,2026-04-29 08:22:07
65,143,10,197,,32000.0,COMPLETED,2026-06-01 05:47:07
66,148,46,203,,238000.0,PENDING,2026-04-01 06:43:07
67,149,5,204,,17000.0,PENDING,2026-03-24 19:07:07
68,150,16,205,,82000.0,COMPLETED,2026-04-02 07:52:07
69,151,34,206,3.0,137700.0,PREPARING,2026-05-04 20:38:07
70,152,15,207,,154000.0,DELIVERING,2026-05-21 11:31:07
71,153,46,208,,268000.0,PREPARING,2026-04-24 08:17:07
72,156,18,212,,360000.0,DELIVERING,2026-05-20 21:21:07
73,158,25,215,,25000.0,PENDING,2026-05-10 11:07:07
74,160,24,217,,151000.0,DELIVERING,2026-05-30 11:42:07
75,161,16,218,,100000.0,PENDING,2026-05-01 14:56:07
76,162,27,219,18.0,130000.0,PREPARING,2026-06-02 07:43:07
77,163,37,221,,340000.0,CANCELLED,2026-03-26 18:54:07
78,163,26,221,,75000.0,PREPARING,2026-05-25 12:35:07
79,164,37,222,16.0,265000.0,COMPLETED,2026-04-30 18:47:07
80,167,16,228,,182000.0,PREPARING,2026-05-20 11:48:07
81,167,3,228,,233000.0,PREPARING,2026-04-17 22:19:07
82,168,40,230,,53000.0,CONFIRMED,2026-05-16 01:56:07
83,173,39,238,,15000.0,PENDING,2026-04-10 22:14:07
84,176,43,242,,15000.0,PENDING,2026-03-24 13:52:07
85,178,38,244,,113000.0,CONFIRMED,2026-06-04 06:56:07
86,180,21,246,,30000.0,PENDING,2026-04-15 18:30:07
87,183,14,251,,171000.0,PREPARING,2026-04-09 20:38:07
88,184,50,254,,134000.0,PENDING,2026-04-26 06:54:07
89,185,39,255,9.0,286000.0,COMPLETED,2026-04-04 21:20:07
90,187,42,257,,15000.0,COMPLETED,2026-05-20 15:32:07
91,190,13,260,,243000.0,CONFIRMED,2026-03-10 19:57:07
92,191,47,262,15.0,49500.0,DELIVERING,2026-04-13 11:20:07
93,193,8,266,,32000.0,PENDING,2026-05-24 11:14:07
94,194,2,267,,45000.0,DELIVERING,2026-05-19 07:57:07
95,196,27,270,,90000.0,PREPARING,2026-04-20 20:27:07
96,197,3,272,,80000.0,DELIVERING,2026-03-31 23:07:07
97,198,14,273,,355000.0,PENDING,2026-04-16 19:23:07
98,199,1,274,,84000.0,DELIVERING,2026-04-08 21:31:07
99,200,31,275,,12000.0,PENDING,2026-05-06 00:54:07
100,201,26,276,,210000.0,PENDING,2026-04-23 15:55:07
101,201,23,276,,135000.0,PENDING,2026-05-04 12:17:07
102,205,26,280,,227000.0,PREPARING,2026-03-28 14:38:07
103,207,12,282,,54000.0,PENDING,2026-05-08 07:33:07
104,211,31,288,,395000.0,DELIVERING,2026-04-14 16:50:07
105,215,26,294,,205000.0,COMPLETED,2026-04-19 13:10:07
106,215,35,294,,5000.0,COMPLETED,2026-03-05 22:44:07
107,216,47,295,,239000.0,PENDING,2026-04-28 16:26:07
108,222,35,303,,5000.0,DELIVERING,2026-03-15 01:33:07
109,223,16,305,11.0,149000.0,CONFIRMED,2026-06-02 11:13:07
110,224,28,306,,426000.0,PENDING,2026-04-10 08:13:07
111,225,3,307,,92000.0,CONFIRMED,2026-03-15 06:54:07
112,229,30,311,,223000.0,PENDING,2026-04-09 12:31:07
113,230,44,313,,30000.0,PREPARING,2026-04-21 14:47:07
114,232,29,315,20.0,25500.0,CONFIRMED,2026-06-02 07:25:07
115,234,25,317,7.0,67500.0,COMPLETED,2026-04-13 23:34:07
116,236,18,320,,180000.0,PREPARING,2026-03-28 04:46:07
117,238,11,322,,140000.0,DELIVERING,2026-03-09 13:36:07
118,240,40,324,20.0,58650.0,COMPLETED,2026-04-23 21:45:07
119,241,44,326,,120000.0,COMPLETED,2026-05-15 02:37:07
120,243,13,331,3.0,114750.0,CONFIRMED,2026-03-08 21:32:07
121,244,8,332,,165000.0,DELIVERING,2026-04-13 00:30:07
122,245,46,333,,18000.0,PENDING,2026-04-14 17:11:07
123,245,33,333,,5000.0,DELIVERING,2026-03-22 13:14:07
124,247,31,335,,262000.0,DELIVERING,2026-04-23 02:16:07
125,250,2,339,,252000.0,PENDING,2026-03-08 12:51:07
126,253,38,345,,22000.0,CANCELLED,2026-03-14 12:23:07
127,255,42,348,,293000.0,PENDING,2026-05-19 20:48:07
128,256,1,350,,217000.0,CANCELLED,2026-05-28 02:24:07
129,257,12,352,,91000.0,PENDING,2026-05-06 09:23:07
130,258,4,354,,100000.0,CONFIRMED,2026-04-05 10:54:07
131,260,38,356,,210000.0,PREPARING,2026-03-14 21:12:07
132,261,39,358,,110000.0,CANCELLED,2026-04-27 08:05:07
133,262,33,359,,90000.0,PENDING,2026-03-31 01:29:07
134,265,29,363,,89000.0,PENDING,2026-03-29 01:54:07
135,267,21,365,,184000.0,PENDING,2026-05-02 01:01:07
136,270,29,369,,90000.0,CANCELLED,2026-04-30 16:08:07
137,271,19,370,14.0,175000.0,DELIVERING,2026-03-21 01:58:07
138,274,25,377,,90000.0,PENDING,2026-05-26 06:11:07
139,275,38,378,,70000.0,PREPARING,2026-03-12 08:25:07
140,277,5,380,,107000.0,PENDING,2026-03-09 18:44:07
141,279,28,382,,18000.0,PENDING,2026-04-10 15:28:07
142,285,8,391,,32000.0,DELIVERING,2026-03-09 03:08:07
143,289,30,396,,178000.0,COMPLETED,2026-03-21 19:11:07
144,291,50,398,,53000.0,PENDING,2026-03-27 21:06:07
145,294,15,401,,165000.0,PENDING,2026-04-09 13:07:07
146,295,14,403,15.0,118000.0,DELIVERING,2026-04-19 17:40:07
147,296,24,404,,55000.0,PENDING,2026-04-12 04:06:07
148,297,28,405,,45000.0,COMPLETED,2026-06-02 08:14:07
149,299,12,407,5.0,66750.0,COMPLETED,2026-03-12 07:37:07
150,300,27,408,,65000.0,PENDING,2026-04-13 20:37:07
151,301,22,409,,5000.0,PENDING,2026-04-16 21:14:07
152,303,6,412,,30000.0,COMPLETED,2026-03-28 02:52:07
153,304,20,414,,335000.0,PENDING,2026-03-31 12:09:07
154,305,46,416,,40000.0,PENDING,2026-03-12 07:39:07
155,306,34,417,,140000.0,DELIVERING,2026-04-15 20:57:07
156,309,11,420,,116000.0,DELIVERING,2026-03-31 06:39:07
157,310,50,421,,300000.0,PENDING,2026-04-07 13:53:07
158,311,20,422,,55000.0,COMPLETED,2026-03-31 10:51:07
159,312,13,423,,150000.0,PREPARING,2026-03-08 00:50:07
160,314,40,426,,75000.0,PENDING,2026-03-30 03:03:07
161,315,20,427,18.0,85000.0,PENDING,2026-05-15 09:35:07
162,316,16,428,,15000.0,PENDING,2026-04-30 07:00:07
163,317,50,429,,454000.0,COMPLETED,2026-05-30 04:07:07
164,318,28,430,,173000.0,PREPARING,2026-04-29 17:14:07
165,319,27,432,,15000.0,PENDING,2026-04-02 09:23:07
166,320,46,433,,119000.0,PENDING,2026-03-09 18:03:07
167,320,46,433,,297000.0,PENDING,2026-04-23 13:42:07
168,322,23,435,,125000.0,DELIVERING,2026-05-15 10:25:07
169,325,32,440,,148000.0,PENDING,2026-04-01 20:49:07
170,326,23,441,,291000.0,COMPLETED,2026-03-06 20:25:07
171,327,12,443,,40000.0,DELIVERING,2026-03-12 04:06:07
172,328,26,444,,120000.0,PENDING,2026-05-07 02:08:07
173,329,18,445,,60000.0,PENDING,2026-06-01 21:30:07
174,330,13,447,,221000.0,PREPARING,2026-05-25 18:52:07
175,330,16,447,17.0,292000.0,CONFIRMED,2026-04-09 01:23:07
176,333,23,450,,44000.0,PREPARING,2026-05-31 18:22:07
177,334,26,451,,50000.0,COMPLETED,2026-03-18 15:15:07
178,336,40,453,,59000.0,PREPARING,2026-04-01 17:53:07
179,336,37,453,,276000.0,PENDING,2026-05-02 04:48:07
180,337,22,455,,173000.0,PENDING,2026-03-29 17:00:07
181,338,37,458,,230000.0,CANCELLED,2026-05-22 19:02:07
182,341,50,461,,253000.0,PREPARING,2026-05-14 13:29:07
183,342,30,463,,30000.0,PENDING,2026-04-19 12:45:07
184,345,31,467,,210000.0,COMPLETED,2026-03-23 22:16:07
185,345,26,467,,134000.0,PENDING,2026-04-03 16:29:07
186,346,20,468,,244000.0,PREPARING,2026-05-28 23:59:07
187,348,4,472,,195000.0,COMPLETED,2026-05-23 02:49:07
188,348,21,472,,137000.0,COMPLETED,2026-04-18 04:58:07
189,349,40,474,,203000.0,COMPLETED,2026-05-11 01:44:07
190,350,26,475,,69000.0,PENDING,2026-05-02 19:15:07
191,352,17,477,,145000.0,PENDING,2026-04-16 11:55:07
192,355,29,482,,195000.0,PENDING,2026-06-03 12:39:07
193,357,4,484,,74000.0,PENDING,2026-04-09 14:07:07
194,358,10,485,,45000.0,PREPARING,2026-05-13 17:01:07
195,359,44,486,,120000.0,COMPLETED,2026-03-16 15:24:07
196,361,31,488,,262000.0,PENDING,2026-04-28 20:14:07
197,362,11,489,,162000.0,CONFIRMED,2026-04-12 02:14:07
198,362,30,489,,490000.0,COMPLETED,2026-03-26 03:37:07
199,366,20,495,7.0,187500.0,PENDING,2026-03-11 11:43:07
200,369,13,498,,176000.0,COMPLETED,2026-05-29 06:06:07
201,370,23,499,,51000.0,CONFIRMED,2026-03-06 11:42:07
202,372,11,501,20.0,337450.0,DELIVERING,2026-05-18 04:30:07
203,374,24,503,,172000.0,COMPLETED,2026-05-27 11:52:07
204,375,10,504,,65000.0,PENDING,2026-03-21 03:50:07
205,376,34,505,,25000.0,CANCELLED,2026-04-22 15:43:07
206,379,9,510,,10000.0,COMPLETED,2026-04-17 04:58:07
207,383,28,516,,210000.0,CONFIRMED,2026-05-01 14:02:07
208,384,21,517,,10000.0,PENDING,2026-05-15 22:09:07
209,386,48,519,,45000.0,PREPARING,2026-04-22 19:54:07
210,388,6,522,3.0,48450.0,PENDING,2026-05-25 04:40:07
211,389,46,523,,157000.0,PREPARING,2026-05-25 11:48:07
212,390,13,526,3.0,145350.0,PREPARING,2026-03-31 20:42:07
213,394,44,531,,20000.0,PREPARING,2026-04-10 14:17:07
214,395,21,533,,60000.0,CONFIRMED,2026-04-04 05:29:07
215,396,48,534,,210000.0,COMPLETED,2026-04-14 02:05:07
216,398,25,537,,40000.0,PENDING,2026-03-12 11:51:07
217,406,36,549,,222000.0,PREPARING,2026-05-17 09:27:07
218,406,32,549,,251000.0,PREPARING,2026-03-29 07:39:07
219,407,24,550,15.0,55500.0,PREPARING,2026-04-22 18:48:07
220,408,15,551,,9000.0,PREPARING,2026-05-23 04:12:07
221,409,30,552,13.0,53200.0,CONFIRMED,2026-05-06 21:00:07
222,414,39,558,,15000.0,PENDING,2026-05-27 17:04:07
223,414,19,558,,45000.0,PENDING,2026-04-06 12:32:07
224,415,49,559,9.0,93750.0,COMPLETED,2026-03-26 01:37:07
225,416,25,562,14.0,150000.0,COMPLETED,2026-05-27 17:15:07
226,418,9,564,,10000.0,PENDING,2026-04-22 14:29:07
227,420,45,567,,56000.0,PENDING,2026-05-02 09:45:07
228,422,45,569,,28000.0,CANCELLED,2026-05-18 00:40:07
229,423,2,573,,342000.0,DELIVERING,2026-03-22 05:28:07
230,424,41,576,,27000.0,PENDING,2026-04-24 08:35:07
231,426,42,578,,46000.0,DELIVERING,2026-05-09 10:12:07
232,427,44,579,,191000.0,PENDING,2026-05-08 11:05:07
233,430,39,583,,220000.0,PREPARING,2026-06-03 08:01:07
234,430,47,583,,11000.0,CONFIRMED,2026-06-02 07:11:07
235,433,14,586,,5000.0,PENDING,2026-05-05 02:05:07
236,435,31,591,,120000.0,CONFIRMED,2026-04-06 03:49:07
237,436,50,593,,214000.0,COMPLETED,2026-03-13 15:05:07
238,437,36,594,,140000.0,PREPARING,2026-04-07 01:26:07
239,438,35,595,,105000.0,DELIVERING,2026-04-13 05:33:07
240,442,44,600,,335000.0,PENDING,2026-04-12 13:28:07
241,443,17,603,,360000.0,PREPARING,2026-04-15 09:24:07
242,444,7,604,,140000.0,PENDING,2026-05-08 23:20:07
243,449,5,611,,34000.0,PENDING,2026-03-20 07:39:07
244,451,31,614,,8000.0,PENDING,2026-03-07 01:05:07
245,453,40,617,,119000.0,CONFIRMED,2026-04-22 09:22:07
246,454,46,619,,173000.0,DELIVERING,2026-04-15 23:19:07
247,456,12,621,,26000.0,DELIVERING,2026-05-26 10:30:07
248,457,42,622,,15000.0,PENDING,2026-03-08 22:06:07
249,458,8,623,,227000.0,PENDING,2026-03-07 03:59:07
250,460,27,625,14.0,88000.0,PENDING,2026-05-23 22:49:07
251,461,24,627,,50000.0,PENDING,2026-05-17 17:16:07
252,461,33,626,,202000.0,PENDING,2026-04-05 01:30:07
253,462,41,628,,15000.0,PREPARING,2026-05-03 20:12:07
254,463,17,630,14.0,130000.0,PENDING,2026-04-18 04:32:07
255,464,9,631,,150000.0,PREPARING,2026-03-06 12:11:07
256,467,22,634,,338000.0,PENDING,2026-04-03 06:26:07
257,472,21,641,,63000.0,PENDING,2026-03-20 03:18:07
258,473,9,642,,195000.0,PREPARING,2026-05-08 21:10:07
259,474,32,644,,285000.0,PENDING,2026-04-16 23:35:07
260,475,32,645,,43000.0,PREPARING,2026-04-02 21:54:07
261,479,4,649,,26000.0,COMPLETED,2026-03-24 16:00:07
262,480,47,650,,42000.0,COMPLETED,2026-05-16 16:25:07
263,480,49,650,,173000.0,COMPLETED,2026-05-07 09:31:07
264,481,15,652,8.0,74000.0,CONFIRMED,2026-04-09 02:51:07
265,482,25,653,,110000.0,COMPLETED,2026-03-19 10:37:07
266,484,44,655,,255000.0,CANCELLED,2026-03-08 22:45:07
267,485,2,657,,86000.0,PENDING,2026-05-01 05:02:07
268,487,34,659,,60000.0,PENDING,2026-03-29 08:32:07
269,489,12,663,,97000.0,PENDING,2026-04-05 03:03:07
270,490,39,665,4.0,224100.0,PENDING,2026-05-12 09:10:07
271,494,16,670,,205000.0,PENDING,2026-04-17 13:00:07
272,496,36,672,,140000.0,PENDING,2026-03-20 05:07:07
