item_id,restaurant_id,name,price,image_url,is_available
104,11,Coca Cola,27000.0,,1
105,11,Cơm tấm sườn bì chả,50000.0,,1
106,11,Cà phê đen,7000.0,,1
107,11,Bánh mì thêm,15000.0,,1
108,11,Trứng ốp la,15000.0,,1
109,11,Bánh mì thịt nướng,55000.0,,1
110,11,Pate thêm,5000.0,,1
111,11,Bún chả Hà Nội,70000.0,,1
112,11,Cơm gà xối mỡ,40000.0,,0
113,11,Trà sữa trân châu,27000.0,,1
114,11,Gỏi cuốn,60000.0,,1
115,12,Coca Cola,2000.0,,1
116,12,Quẩy nóng,10000.0,,1
117,12,Thêm chả lụa,10000.0,,1
118,12,Cơm tấm sườn bì chả,40000.0,,1
119,12,Canh rong biển,10000.0,,1
120,12,Nước ép cam,28000.0,,1
121,12,Cà phê đen,20000.0,,1
122,12,Trà đá,29000.0,,1
123,13,Cơm tấm sườn bì chả,35000.0,,1
124,13,Trà đá,19000.0,,1
125,13,Khăn lạnh,31000.0,,1
126,13,Cơm gà xối mỡ,45000.0,,1
127,13,Cà phê đen,26000.0,,1
128,13,Mì Quảng,70000.0,,1
129,13,Hải sản hấp,55000.0,,1
130,13,Pate thêm,10000.0,,1
131,13,Trứng ốp la,15000.0,,1
132,13,Bún chả Hà Nội,35000.0,,1
133,13,Trân châu trắng,5000.0,,1
134,13,Thêm chả lụa,15000.0,,1
135,13,Nước ép cam,32000.0,,1
136,13,Bánh mì thêm,15000.0,,1
137,14,Bún riêu,65000.0,,1
138,14,Pate thêm,15000.0,,1
139,14,Trà sữa trân châu,9000.0,,1
140,14,Xôi mặn,35000.0,,1
141,14,Phở bò tái,45000.0,,1
142,14,Bánh mì thịt nướng,45000.0,,1
143,14,Gỏi cuốn,45000.0,,1
144,14,Nước ép cam,5000.0,,1
145,14,Cơm gà xối mỡ,65000.0,,1
146,14,Hải sản hấp,60000.0,,1
147,14,Quẩy nóng,10000.0,,1
148,14,Cà phê đen,6000.0,,1
149,14,Bánh mì thêm,15000.0,,1
150,14,Coca Cola,8000.0,,1
151,15,Trân châu trắng,5000.0,,1
152,15,Trứng ốp la,10000.0,,1
153,15,Nước ép cam,28000.0,,1
154,15,Hải sản hấp,45000.0,,1
155,15,Gỏi cuốn,45000.0,,1
156,15,Quẩy nóng,5000.0,,1
157,15,Bánh mì thịt nướng,75000.0,,1
158,15,Trà đá,9000.0,,1
159,15,Cơm tấm sườn bì chả,40000.0,,1
160,15,Phở bò tái,45000.0,,0
161,16,Quẩy nóng,15000.0,,1
162,16,Hải sản hấp,45000.0,,1
163,16,Cà phê đen,7000.0,,1
164,16,Cơm tấm sườn bì chả,40000.0,,1
165,16,Bánh mì thêm,10000.0,,1
166,16,Thịt nướng thêm,5000.0,,1
167,16,Trứng ốp la,5000.0,,1
168,16,Bún riêu,75000.0,,1
169,16,Nước ép cam,32000.0,,1
170,16,Phở bò tái,55000.0,,1
171,16,Coca Cola,21000.0,,1
172,16,Bún chả Hà Nội,40000.0,,1
173,16,Bánh mì thịt nướng,50000.0,,1
174,16,Cơm gà xối mỡ,50000.0,,1
175,16,Trân châu trắng,10000.0,,1
176,17,Cà phê đen,2000.0,,1
177,17,Gỏi cuốn,50000.0,,0
178,17,Trà đá,12000.0,,0
179,17,Quẩy nóng,15000.0,,1
180,17,Trà sữa trân châu,8000.0,,0
181,17,Bún riêu,75000.0,,1
182,17,Thịt nướng thêm,10000.0,,1
183,17,Xôi mặn,45000.0,,1
184,17,Cơm gà xối mỡ,40000.0,,1
185,17,Bún chả Hà Nội,60000.0,,0
186,18,Mì Quảng,75000.0,,1
187,18,Thịt nướng thêm,5000.0,,1
188,18,Xôi mặn,40000.0,,1
189,18,Canh rong biển,10000.0,,1
190,18,Bánh mì thịt nướng,55000.0,,1
191,18,Trứng ốp la,10000.0,,1
192,18,Khăn lạnh,28000.0,,1
193,18,Bánh mì thêm,10000.0,,1
194,18,Trân châu trắng,5000.0,,1
195,18,Gỏi cuốn,70000.0,,0
196,18,Cơm gà xối mỡ,60000.0,,1
197,18,Coca Cola,33000.0,,1
198,18,Bún riêu,65000.0,,1
199,18,Cơm tấm sườn bì chả,40000.0,,1
200,19,Thêm chả lụa,10000.0,,1
201,19,Nước ép cam,19000.0,,1
202,19,Trà đá,19000.0,,1
203,19,Bánh mì thịt nướng,65000.0,,1
204,19,Bún riêu,65000.0,,0
205,19,Cơm gà xối mỡ,75000.0,,1
206,19,Quẩy nóng,10000.0,,1
207,19,Mì Quảng,55000.0,,1
208,19,Trứng ốp la,5000.0,,1
209,19,Trà sữa trân châu,10000.0,,1
210,19,Hải sản hấp,35000.0,,1
211,19,Thịt nướng thêm,10000.0,,1
212,19,Bún chả Hà Nội,45000.0,,1
213,19,Bánh mì thêm,15000.0,,1
214,20,Khăn lạnh,34000.0,,1
215,20,Cà phê đen,23000.0,,1
216,20,Bánh mì thịt nướng,75000.0,,1
217,20,Cơm gà xối mỡ,35000.0,,0
218,20,Thịt nướng thêm,5000.0,,1
219,20,Pate thêm,10000.0,,1
220,20,Bánh mì thêm,10000.0,,1
221,20,Mì Quảng,35000.0,,1
222,20,Hải sản hấp,55000.0,,1
223,20,Trứng ốp la,5000.0,,1
224,20,Xôi mặn,45000.0,,1
225,20,Canh rong biển,10000.0,,1
226,21,Trà đá,34000.0,,1
227,21,Coca Cola,18000.0,,1
228,21,Pate thêm,10000.0,,1
229,21,Trân châu trắng,10000.0,,1
230,21,Trà sữa trân châu,20000.0,,1
231,21,Cà phê đen,3000.0,,1
232,21,Nước ép cam,10000.0,,1
233,21,Khăn lạnh,24000.0,,1
234,21,Bún riêu,35000.0,,1
235,22,Thêm chả lụa,15000.0,,1
236,22,Bánh mì thịt nướng,40000.0,,1
237,22,Canh rong biển,5000.0,,1
238,22,Quẩy nóng,5000.0,,1
239,22,Trà sữa trân châu,4000.0,,1
240,22,Coca Cola,29000.0,,1
241,22,Khăn lạnh,28000.0,,1
242,22,Bún chả Hà Nội,70000.0,,1
243,22,Xôi mặn,60000.0,,1
244,22,Nước ép cam,26000.0,,1
245,22,Bánh mì thêm,5000.0,,1
246,22,Trứng ốp la,5000.0,,1
247,22,Cơm tấm sườn bì chả,50000.0,,1
248,23,Bún riêu,65000.0,,1
249,23,Khăn lạnh,7000.0,,1
250,23,Hải sản hấp,40000.0,,1
251,23,Quẩy nóng,10000.0,,1
252,23,Canh rong biển,15000.0,,1
253,23,Mì Quảng,50000.0,,1
254,23,Pate thêm,5000.0,,1
255,23,Cơm gà xối mỡ,55000.0,,1
256,23,Trà đá,21000.0,,1
257,23,Cơm tấm sườn bì chả,75000.0,,1
258,23,Bánh mì thêm,10000.0,,1
259,23,Phở bò tái,75000.0,,1
260,23,Nước ép cam,13000.0,,1
261,24,Trà đá,31000.0,,1
262,24,Pate thêm,5000.0,,1
263,24,Mì Quảng,55000.0,,1
264,24,Bánh mì thêm,10000.0,,1
265,24,Gỏi cuốn,40000.0,,1
266,24,Trân châu trắng,10000.0,,1
267,24,Canh rong biển,10000.0,,1
268,24,Bún chả Hà Nội,55000.0,,1
269,24,Coca Cola,17000.0,,1
270,24,Bún riêu,40000.0,,1
271,25,Xôi mặn,50000.0,,1
272,25,Hải sản hấp,45000.0,,1
273,25,Bánh mì thêm,10000.0,,1
274,25,Pate thêm,5000.0,,1
275,25,Trân châu trắng,5000.0,,0
276,25,Canh rong biển,10000.0,,1
277,25,Trà đá,5000.0,,1
278,25,Bún chả Hà Nội,40000.0,,1
279,26,Cơm gà xối mỡ,75000.0,,1
280,26,Canh rong biển,5000.0,,1
281,26,Quẩy nóng,5000.0,,1
282,26,Cà phê đen,22000.0,,1
283,26,Thêm chả lụa,15000.0,,1
284,26,Cơm tấm sườn bì chả,50000.0,,0
285,26,Xôi mặn,50000.0,,1
286,26,Bánh mì thịt nướng,45000.0,,1
287,26,Thịt nướng thêm,10000.0,,1
288,26,Gỏi cuốn,55000.0,,1
289,26,Trứng ốp la,5000.0,,1
290,26,Hải sản hấp,60000.0,,1
291,27,Trứng ốp la,15000.0,,1
292,27,Trân châu trắng,10000.0,,1
293,27,Canh rong biển,15000.0,,1
294,27,Pate thêm,15000.0,,1
295,27,Xôi mặn,35000.0,,1
296,27,Gỏi cuốn,50000.0,,1
297,27,Cơm tấm sườn bì chả,65000.0,,1
298,27,Quẩy nóng,15000.0,,1
299,27,Trà sữa trân châu,9000.0,,1
300,28,Bánh mì thêm,5000.0,,0
301,28,Thêm chả lụa,15000.0,,1
302,28,Phở bò tái,65000.0,,1
303,28,Nước ép cam,19000.0,,1
304,28,Gỏi cuốn,70000.0,,1
305,28,Hải sản hấp,65000.0,,0
306,28,Cơm gà xối mỡ,60000.0,,1
307,28,Xôi mặn,40000.0,,1
308,28,Trà đá,18000.0,,1
309,28,Bánh mì thịt nướng,60000.0,,1
310,28,Canh rong biển,15000.0,,1
311,29,Bánh mì thêm,15000.0,,1
312,29,Nước ép cam,12000.0,,1
313,29,Phở bò tái,45000.0,,1
314,29,Bún chả Hà Nội,65000.0,,1
315,29,Bún riêu,60000.0,,1
316,29,Cà phê đen,10000.0,,1
317,29,Cơm tấm sườn bì chả,60000.0,,1
318,29,Coca Cola,14000.0,,1
319,29,Thêm chả lụa,10000.0,,1
320,29,Bánh mì thịt nướng,65000.0,,0
321,29,Trứng ốp la,15000.0,,1
322,29,Trân châu trắng,5000.0,,0
323,29,Khăn lạnh,16000.0,,0
324,30,Mì Quảng,65000.0,,1
325,30,Gỏi cuốn,70000.0,,1
326,30,Bún riêu,70000.0,,1
327,30,Bún chả Hà Nội,50000.0,,1
328,30,Thêm chả lụa,10000.0,,1
329,30,Canh rong biển,10000.0,,1
330,30,Nước ép cam,29000.0,,1
331,30,Cơm tấm sườn bì chả,50000.0,,0
332,30,Cơm gà xối mỡ,55000.0,,1
333,30,Coca Cola,14000.0,,1
334,30,Pate thêm,10000.0,,1
335,30,Hải sản hấp,35000.0,,1
336,30,Trà sữa trân châu,18000.0,,1
337,30,Phở bò tái,70000.0,,0
338,30,Trân châu trắng,10000.0,,1
339,31,Cơm gà xối mỡ,35000.0,,1
340,31,Phở bò tái,50000.0,,1
341,31,Pate thêm,10000.0,,0
342,31,Cơm tấm sườn bì chả,35000.0,,1
343,31,Trứng ốp la,15000.0,,1
344,31,Thêm chả lụa,10000.0,,0
345,31,Mì Quảng,60000.0,,1
346,31,Trà đá,4000.0,,1
347,31,Canh rong biển,10000.0,,1
348,31,Quẩy nóng,10000.0,,0
349,31,Hải sản hấp,70000.0,,1
350,31,Trà sữa trân châu,22000.0,,1
351,31,Bún chả Hà Nội,65000.0,,1
352,31,Bánh mì thêm,5000.0,,1
353,31,Gỏi cuốn,45000.0,,1
354,32,Cà phê đen,33000.0,,1
355,32,Quẩy nóng,5000.0,,1
356,32,Canh rong biển,15000.0,,1
357,32,Hải sản hấp,70000.0,,1
358,32,Gỏi cuốn,45000.0,,1
359,32,Khăn lạnh,13000.0,,1
360,32,Thịt nướng thêm,10000.0,,1
361,32,Trứng ốp la,10000.0,,1
362,32,Coca Cola,33000.0,,1
363,32,Bánh mì thêm,10000.0,,0
364,32,Cơm gà xối mỡ,75000.0,,1
365,32,Bún riêu,70000.0,,1
366,33,Bánh mì thịt nướng,50000.0,,1
367,33,Quẩy nóng,5000.0,,1
368,33,Cơm gà xối mỡ,45000.0,,1
369,33,Mì Quảng,40000.0,,1
370,33,Hải sản hấp,70000.0,,1
371,33,Bún riêu,60000.0,,1
372,33,Trà đá,9000.0,,1
373,33,Thịt nướng thêm,15000.0,,0
374,33,Gỏi cuốn,40000.0,,1
375,33,Khăn lạnh,11000.0,,1
376,34,Nước ép cam,5000.0,,1
377,34,Coca Cola,20000.0,,1
378,34,Pate thêm,5000.0,,1
379,34,Bánh mì thêm,15000.0,,0
380,34,Gỏi cuốn,65000.0,,1
381,34,Phở bò tái,55000.0,,1
382,34,Trứng ốp la,10000.0,,1
383,34,Bún chả Hà Nội,50000.0,,1
384,34,Trà sữa trân châu,27000.0,,1
385,34,Bún riêu,45000.0,,1
386,34,Quẩy nóng,10000.0,,1
387,34,Canh rong biển,15000.0,,1
388,34,Hải sản hấp,55000.0,,0
389,34,Cơm gà xối mỡ,45000.0,,1
390,34,Bánh mì thịt nướng,40000.0,,1
391,35,Pate thêm,15000.0,,1
392,35,Bánh mì thêm,15000.0,,1
393,35,Thêm chả lụa,5000.0,,1
394,35,Cà phê đen,31000.0,,1
395,35,Gỏi cuốn,45000.0,,0
396,35,Trà đá,7000.0,,1
397,35,Canh rong biển,10000.0,,1
398,35,Cơm gà xối mỡ,70000.0,,1
399,35,Trân châu trắng,5000.0,,1
400,35,Coca Cola,21000.0,,1
401,35,Bún riêu,75000.0,,1
402,36,Trân châu trắng,5000.0,,1
403,36,Cơm gà xối mỡ,55000.0,,1
404,36,Bún chả Hà Nội,40000.0,,1
405,36,Thịt nướng thêm,5000.0,,1
406,36,Bánh mì thịt nướng,70000.0,,1
407,36,Trà sữa trân châu,13000.0,,1
408,36,Canh rong biển,5000.0,,1
409,36,Cà phê đen,21000.0,,1
410,37,Coca Cola,3000.0,,1
411,37,Bánh mì thêm,5000.0,,1
412,37,Khăn lạnh,32000.0,,1
413,37,Gỏi cuốn,65000.0,,1
414,37,Trứng ốp la,15000.0,,1
415,37,Bún riêu,70000.0,,1
416,37,Mì Quảng,60000.0,,1
417,37,Trà đá,27000.0,,1
418,37,Cơm gà xối mỡ,40000.0,,1
419,37,Quẩy nóng,5000.0,,1
420,37,Hải sản hấp,35000.0,,1
421,37,Cơm tấm sườn bì chả,50000.0,,1
422,37,Cà phê đen,15000.0,,1
423,37,Bún chả Hà Nội,45000.0,,1
424,37,Trân châu trắng,10000.0,,1
425,38,Cơm gà xối mỡ,70000.0,,0
426,38,Hải sản hấp,70000.0,,1
427,38,Bánh mì thêm,10000.0,,1
428,38,Cơm tấm sườn bì chả,50000.0,,1
429,38,Pate thêm,10000.0,,1
430,38,Canh rong biển,5000.0,,1
431,38,Phở bò tái,65000.0,,0
432,38,Bánh mì thịt nướng,70000.0,,1
433,38,Bún riêu,75000.0,,0
434,38,Coca Cola,4000.0,,1
435,38,Cà phê đen,33000.0,,1
436,39,Xôi mặn,60000.0,,1
437,39,Nước ép cam,29000.0,,1
438,39,Bún chả Hà Nội,55000.0,,1
439,39,Thịt nướng thêm,10000.0,,1
440,39,Phở bò tái,50000.0,,1
441,39,Canh rong biển,15000.0,,0
442,39,Trứng ốp la,10000.0,,0
443,39,Cơm gà xối mỡ,70000.0,,1
444,39,Gỏi cuốn,55000.0,,1
445,39,Bánh mì thêm,10000.0,,0
446,39,Trân châu trắng,15000.0,,1
447,39,Mì Quảng,60000.0,,1
448,39,Cà phê đen,12000.0,,1
449,39,Coca Cola,20000.0,,1
450,39,Quẩy nóng,5000.0,,1
451,40,Bún riêu,50000.0,,1
452,40,Mì Quảng,35000.0,,1
453,40,Cà phê đen,18000.0,,1
454,40,Khăn lạnh,12000.0,,1
455,40,Pate thêm,15000.0,,1
456,40,Bánh mì thịt nướng,40000.0,,1
457,40,Canh rong biển,5000.0,,1
458,40,Trà sữa trân châu,9000.0,,1
459,40,Hải sản hấp,70000.0,,1
460,40,Trà đá,23000.0,,1
461,41,Trân châu trắng,10000.0,,0
462,41,Gỏi cuốn,40000.0,,0
463,41,Cơm tấm sườn bì chả,40000.0,,1
464,41,Thịt nướng thêm,5000.0,,1
465,41,Khăn lạnh,12000.0,,1
466,41,Bánh mì thịt nướng,50000.0,,0
467,41,Bún chả Hà Nội,45000.0,,1
468,41,Bánh mì thêm,15000.0,,1
469,42,Cà phê đen,23000.0,,1
470,42,Bánh mì thịt nướng,45000.0,,1
471,42,Cơm tấm sườn bì chả,60000.0,,1
472,42,Trà sữa trân châu,28000.0,,1
473,42,Quẩy nóng,15000.0,,1
474,42,Trứng ốp la,15000.0,,1
475,42,Coca Cola,16000.0,,1
476,42,Nước ép cam,29000.0,,1
477,42,Mì Quảng,65000.0,,1
478,42,Xôi mặn,75000.0,,1
479,42,Pate thêm,10000.0,,0
480,42,Thêm chả lụa,10000.0,,1
481,42,Phở bò tái,35000.0,,1
482,42,Thịt nướng thêm,15000.0,,0
483,42,Bánh mì thêm,5000.0,,1
484,43,Bún riêu,55000.0,,1
485,43,Canh rong biển,10000.0,,0
486,43,Bún chả Hà Nội,35000.0,,1
487,43,Thêm chả lụa,15000.0,,1
488,43,Coca Cola,11000.0,,1
489,43,Cơm tấm sườn bì chả,70000.0,,1
490,43,Khăn lạnh,30000.0,,1
491,43,Thịt nướng thêm,15000.0,,1
492,43,Hải sản hấp,50000.0,,1
493,43,Mì Quảng,40000.0,,1
494,43,Bánh mì thêm,10000.0,,1
495,43,Trứng ốp la,15000.0,,1
496,43,Quẩy nóng,5000.0,,1
497,43,Gỏi cuốn,75000.0,,1
498,44,Thịt nướng thêm,5000.0,,1
499,44,Trân châu trắng,10000.0,,1
500,44,Hải sản hấp,75000.0,,1
501,44,Cà phê đen,5000.0,,1
502,44,Trứng ốp la,10000.0,,1
503,44,Bún riêu,60000.0,,1
504,44,Phở bò tái,40000.0,,1
505,44,Nước ép cam,2000.0,,1
506,44,Gỏi cuốn,50000.0,,1
507,45,Quẩy nóng,15000.0,,1
508,45,Hải sản hấp,60000.0,,1
509,45,Nước ép cam,11000.0,,1
510,45,Trà đá,28000.0,,1
511,45,Cơm tấm sườn bì chả,35000.0,,1
512,45,Thêm chả lụa,5000.0,,1
513,45,Thịt nướng thêm,10000.0,,1
514,45,Xôi mặn,75000.0,,1
515,45,Bánh mì thịt nướng,75000.0,,1
516,45,Bún riêu,65000.0,,1
517,45,Gỏi cuốn,70000.0,,1
518,46,Nước ép cam,31000.0,,1
519,46,Pate thêm,15000.0,,1
520,46,Canh rong biển,15000.0,,1
521,46,Bún riêu,40000.0,,1
522,46,Cơm tấm sườn bì chả,65000.0,,1
523,46,Thịt nướng thêm,10000.0,,1
524,46,Khăn lạnh,4000.0,,1
525,46,Cà phê đen,9000.0,,1
526,46,Bánh mì thêm,10000.0,,1
527,46,Cơm gà xối mỡ,70000.0,,1
528,46,Quẩy nóng,5000.0,,1
529,46,Gỏi cuốn,65000.0,,1
530,46,Thêm chả lụa,10000.0,,1
531,46,Bún chả Hà Nội,50000.0,,1
532,46,Bánh mì thịt nướng,70000.0,,1
533,47,Cơm gà xối mỡ,45000.0,,1
534,47,Bún chả Hà Nội,75000.0,,1
535,47,Canh rong biển,10000.0,,1
536,47,Pate thêm,5000.0,,1
537,47,Trà đá,22000.0,,1
538,47,Hải sản hấp,65000.0,,1
539,47,Bánh mì thêm,10000.0,,1
540,47,Trứng ốp la,5000.0,,0
541,47,Thêm chả lụa,10000.0,,1
542,47,Xôi mặn,40000.0,,1
543,47,Coca Cola,3000.0,,1
544,47,Quẩy nóng,15000.0,,1
545,47,Khăn lạnh,9000.0,,1
546,48,Mì Quảng,75000.0,,1
547,48,Khăn lạnh,9000.0,,1
548,48,Trân châu trắng,15000.0,,1
549,48,Trà đá,3000.0,,1
550,48,Bún chả Hà Nội,50000.0,,1
551,48,Trà sữa trân châu,30000.0,,1
552,48,Thịt nướng thêm,15000.0,,1
553,48,Cà phê đen,27000.0,,1
554,48,Pate thêm,10000.0,,1
555,49,Trứng ốp la,10000.0,,1
556,49,Canh rong biển,5000.0,,1
557,49,Bún riêu,55000.0,,1
558,49,Nước ép cam,18000.0,,1
559,49,Phở bò tái,45000.0,,1
560,49,Thịt nướng thêm,10000.0,,1
561,49,Cà phê đen,5000.0,,1
562,49,Thêm chả lụa,10000.0,,1
563,50,Hải sản hấp,65000.0,,0
564,50,Thêm chả lụa,5000.0,,1
565,50,Bánh mì thịt nướng,50000.0,,1
566,50,Trứng ốp la,15000.0,,1
567,50,Cơm tấm sườn bì chả,75000.0,,1
568,50,Canh rong biển,10000.0,,0
569,50,Trà sữa trân châu,19000.0,,1
570,50,Gỏi cuốn,70000.0,,1
